SE4HsMi3KoU_359,52,0.279,0.094,0.733,0.985,12,1
SE4HsMi3KoU_359,52,0.279,0.094,0.733,0.985,17,1
SE4HsMi3KoU_359,52,0.279,0.094,0.733,0.985,79,1
SE4HsMi3KoU_201,52,0.324,0.148,0.698,0.99,12,1
SE4HsMi3KoU_201,52,0.324,0.148,0.698,0.99,17,1
SE4HsMi3KoU_201,52,0.324,0.148,0.698,0.99,79,1
SE4HsMi3KoU_116,40,0.268,0.054,0.642,0.977,12,1
SE4HsMi3KoU_116,40,0.268,0.054,0.642,0.977,17,1
SE4HsMi3KoU_116,40,0.268,0.054,0.642,0.977,79,1
SE4HsMi3KoU_116,40,0.268,0.054,0.642,0.977,36,1
SE4HsMi3KoU_032,52,0.286,0.102,0.724,0.988,12,1
SE4HsMi3KoU_032,52,0.286,0.102,0.724,0.988,17,1
SE4HsMi3KoU_032,52,0.286,0.102,0.724,0.988,79,1
SE4HsMi3KoU_453,52,0.228,0.002,0.808,0.944,12,1
SE4HsMi3KoU_453,52,0.228,0.002,0.808,0.944,17,1
SE4HsMi3KoU_325,52,0.337,0.06,0.669,0.983,12,1
SE4HsMi3KoU_325,52,0.337,0.06,0.669,0.983,17,1
SE4HsMi3KoU_325,52,0.337,0.06,0.669,0.983,29,1
SE4HsMi3KoU_035,52,0.294,0.104,0.715,0.988,12,1
SE4HsMi3KoU_035,52,0.294,0.104,0.715,0.988,17,1
SE4HsMi3KoU_035,52,0.294,0.104,0.715,0.988,79,1
SE4HsMi3KoU_454,52,0.198,0.004,0.774,0.723,12,1
SE4HsMi3KoU_454,52,0.198,0.004,0.774,0.723,17,1
SE4HsMi3KoU_454,52,0.198,0.004,0.774,0.723,79,1
SE4HsMi3KoU_322,52,0.355,0.125,0.678,0.99,12,1
SE4HsMi3KoU_322,52,0.355,0.125,0.678,0.99,17,1
SE4HsMi3KoU_322,52,0.355,0.125,0.678,0.99,29,1
SE4HsMi3KoU_322,52,0.355,0.125,0.678,0.99,47,1
SE4HsMi3KoU_049,52,0.281,0.127,0.684,0.988,12,1
